Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Science Specialist / Sr. Data Scientist,"Function : Clustr

Experience : 8-12 yrs

Why should you join us?

Work in an exciting start-up that builds first-of-its-kind product and services

Access to a unique dataset covering > 85% of SMEs with unmatched diversity and complexity

Opportunity to build truly state-of-the-art algorithms and insight engines that consume and digest complex “Big” data and extract value out of them

Learning and exposure to multiple engineering areas (including Big Data technologies, DevOps) surrounded by a top-quality team

Accelerate your career in a fast-paced, open, non-hierarchical working environment

The Data Science team at Clustr builds algorithms and Machine Learning models that sit at the core of the company’s value proposition. This is a team of intellectuals with high aptitude, hacker attitude, strong curiosity about data, great comfort with Math, good coding discipline and excellent communication skills.

What will you be doing?

Data Science Specialist will be involved in all stages of the DS-based solution development cycle, working with various stakeholders in framing, designing and executing DS solutions considering both functional and non-functional aspects

Data Science Specialist would be in-charge of: translating a business problem to a DS problem, scope definition, data cleaning, explorations, feature engineering, feature selection, modeling, building prototype, documentation of an algorithm and insights. You would be involved in building scalable Machine Learning models for various problems in the areas of information extraction, entity resolution and linking knowledge base curation, machine translation, information retrieval and others

Involvement in all stages of the development cycle - building scalable machine learning models for various problems in the areas of information extraction, entity resolution and linking, knowledge base curation, machine translation, information retrieval and others

Who are we looking for?

D. or MS/M. Tech with 4+ years of experience or BE/B. Tech with 8+ years of experience in Data Science, Machine Learning, or NLP

Experience of working on production-grade Machine Learning-based solutions would be a plus

Prior publication record at AI/ML conferences would be a plus

Ability to formulate a business problem as a DS/ML problem, hypothesize, design, iterate and productionize solutions

Ability to scale and deploy DS-based solutions in production

Strong communication skills and ability to work with stakeholders across business, PM, and Engineering

Excitement & curiosity around data in general “Hacker” attitude with “go-getter” mind-set

High level of comfort with Math and ability to quickly master deep Mathematical concepts

In-depth understanding of Machine Learning techniques

Experience with Text Mining including hands-on knowledge of at least a few of the following areas: Information extraction, Natural Language processing, Knowledge graphs, Semantic Search, Information Retrieval, Probabilistic graphical models, Deep learning and Bayesian Learning techniques

Very good coding skills in any of these languages: R, Python, Matlab, Java, C and Machine Learning libraries like scipy, numpy, pyspark, tensorflow etc

Basic knowledge of Big Data stack: Spark, Cassandra, Map-Reduce, S3

Train/Mentor other team members

Keep abreast of the current state-of-the-art in Machine Learning and NLP areas

Prior experience with start-up environment preferred
Ready to join Clustr?
If you fit the bill, email your resume to careers@clustr.co.in with the position name in subject line",4.5,"Clustr
4.5",Bengaluru,"Bengaluru, India",1 to 50 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
AWS Data Lab Solution Architect,"Are you a data and analytics specialist? Do you have deep expertise in AWS services for managing data at speed and scale? Do you think big about how data can change the world, and love building software? Would you like a career that gives you opportunities to help customers and partners use cloud computing services to build new solutions, faster, and at lower cost?


At AWS, were hiring highly technical cloud computing architects and engineers to collaborate with our customers on building solutions in database, data management, and analytics. AWS Data Lab is located in Seattle, New York, Herndon, London, and now Bangalore. You will focus on real time and batch-based data processing, business intelligence, analytics, and machine learning systems. These solutions are built alongside the customer and quickly put into production use in a matter of weeks. You'll work closely with AWS Field Teams including Solution Architects, Technical Account Managers, and AWS Service Developers to partner with customers to solve hard problems with data. Every day, you'll be working with AWS Services and Data Lab Customers to determine the optimal implementation, build it, prove it works, extract documents and CloudFormation templates to speed project delivery. If you are builder, and love data, then this could be your ideal job!




Roles & Responsibilities
· Understand customer requirements and render those as architectural models that will operate at large scale and high performance. Where customers have architectures prepared, validate them against non-functional requirements and finalize the build model.
· Work alongside customers to build data management platforms using Elastic Map Reduce (EMR), Redshift, Kinesis, Amazon Machine Learning, Amazon Athena, Lake Formation, S3, AWS Glue, DynamoDB, ElastiCache and the Relational Database Service (RDS)
· Render working, high performance data management solutions, as CloudFormation and reusable artifacts for implementation by the customer
· Prepare architecture and design briefs that outline the key features and decision points of the application built in the Data Lab
· Work with customers to advise on changes as they put these systems live on AWS
· Extract best-practice knowledge, reference architectures, and patterns from these engagements for sharing with the worldwide AWS solution architect community

Basic Qualifications

· Highly technical and analytical, possessing seven or more years of Database and/or Analytics Systems development and deployment experience, IT systems and engineering experience, security and compliance experience, etc.
· Possess significant experience of software development and/or IT and implementation/consulting experience.
· Strong verbal and written communications skills are a must, as well as the ability to work effectively across internal and external organizations and virtual teams.
· Ability to think understand complex business requirements and render them as prototype systems with quick turnaround time.
· Implementation and tuning experience in the Big Data Ecosystem, (such as EMR, Hadoop, Spark, R, Presto, Hive), Database (such as Oracle, MySQL, PostgreSQL, MS SQL Server), NoSQL (such as DynamoDB, HBase, MongoDB, Cassandra, design principles) and Data Warehousing (such as Redshift, Teradata, Vertica, schema design, query tuning and optimization) and data migration and integration.
· Track record of implementing AWS services in a variety of business environments such as large enterprises and start-ups.
· Knowledge of foundation infrastructure requirements such as Networking, Storage, and Hardware Optimization.
· BS level technical degree required; Computer Science or Mathematics background preferred. [DB1]
· AWS Certification, eg. AWS Solutions Architect, Developer, or AWS Certified Big Data - Specialty

Preferred Qualifications

· Hands on experience leading large-scale global database, data warehousing and analytics projects.
· Demonstrated industry leadership in the fields of Database and/or Data Warehousing, Data Sciences and Big Data processing.
· Deep understanding of data, application, server, and network security
· Experience with Statistics, Machine Learning and Predictive Modelling.
· Hands on experience as a database, data warehouse, big data/analytics developer or administrator, or work as a data scientist.
· Experience working within the software development or Internet industries is highly desired.
· Technical degrees in computer science, software engineering, or mathematics
· Working knowledge of modern software development practices and technologies such as agile methodologies and DevOps.

Amazon is an Equal Opportunity-Affirmative Action Employer Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",4.2,"Amazon
4.2",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
Data Scientist,"Implement and support data discovery and predictive analytics models by analyzing business data.

Qualifications:
3+ years of experience with R
3+ years of experience with mahout or machine learning algorithms
1+ years of experience with deep learning libraries like TensorFlow or equivalent
Working experience with java or python
Database experience with MySQL or NoSQL database solutions
Ability to design the models to work on small to very large data sets
If interested, please send the latest CV to data@scalein.com or contact using our contact page.",-1,ScaleIn,Bengaluru,"San Jose, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,"Looking for sharp analytical minds to join Applied Global Service Business intelligence management team. Candidate should be a creative, detail-oriented problem solver with a passion for machine learning and data-driven insights generation.

Manufacturing and Supply chain domain experience preferred, but not mandatory.

Roles and Responsibilities
• Own and execute end to end delivery of one or more than one analytics project − Understand requirements from Product Managers/Business Users
− Translating muddy and fuzzy business needs into clear data science problems through structured problem-solving
− Perform data collection, develop robust and intuitive predictive models using Statistical/ML/deep learning techniques
− Operationalize ML models adhering to model management guidelines on enterprise wide platform for end user’s consumption
− Perform ad-hoc deep dive analysis and generate insights based on the data patterns and recommend actions to be taken by the business
− Create technical documentation and provide post-production support for a time-bound period
− Present results to technical as well as business stakeholders across different hierarchies
What are we looking for?

Educational Background: Candidates from any of the following background with quantitative bent of mind
• B. Tech / M. Tech / M. Sc. in Data Science / Stat / Math / Economics / Ops Research / Other quantitative disciplines
• MBA in Analytics / IT / SCM / Operations / General Management who are comfortable in coding
Experience
• Relevant Data Science experience of 3-6 years in − End to end data science project life cycle (data preparation, EDA, modeling, deployment)
− Proven record of successfully building and operationalizing enterprise wide ML solutions
• Deep expertise in − At least one of the data science programming language (R, Python)
− Hands on implementation knowledge of ML and DL algorithms (Neural Net, Classification, Clustering, Regression, Time series, NLP etc.)
• Working knowledge in − Any one of the query language (SQL, Hive, Spark, Impala etc.). Knowledge of big data is essential
− Any one of the visualization tools (Tableau, QlikView, Power BI etc.)
• Story-telling skills, educating and instilling confidence among business users, motivating stakeholders to evangelize the recommendations
Mindset
• Quick and continuous learner of new business, tools/technologies, algorithms
• Exploratory, self-driven and get-shit-done attitude
• Demonstrates high ownership and goes extra mile to bring customer delight by providing the best possible solution
• Can adapt to different project execution styles (Agile, POC, R&D, Product Development) and take up suitable roles as per team’s need
Qualifications
Education:
Bachelor's Degree
Skills
Certifications:
Languages:
Years of Experience:
4 - 7 Years
Work Experience:
Additional Information
Travel:
Yes, 10% of the Time
Relocation Eligible:
Yes

Applied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities.",3.7,"Applied Materials
3.7",Bengaluru,"Santa Clara, CA",10000+ employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,₹500+ billion (INR),-1
Senior Data Scientist,"Data Scientist / Sr. Data scientist

At Razorpay, we rely on insightful data to power our systems and solutions. We’re seeking experienced data scientists to deliver those insights to us on a daily basis. Our ideal team member will have the mathematical and statistical expertise you’d expect, along with natural curiosity and creative mind that’s not so easy to find. As you mine, interpret, and clean the data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden with the ultimate goal of realizing the data’s full potential. You are expected to bring in a strong experience of using a variety of data mining methods and tools in building models and running simulations. You must have a proven ability to drive business results with data-based insights and more importantly you should be comfortable working with a wide range of stakeholders and functional teams. You will be instrumental in helping the business continue its evolution into an analytical and data-driven culture.

Roles & Responsibilities
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Develop a use case roadmap for a problem area or capability for the business. Frame the business problem into a Data Science or modelling problem.
Extract data from multiple sources. Mine and analyze data from company databases to drive optimization and improvement of product.
Work as the data strategist, identifying and integrating new datasets that can be leveraged through our product capabilities and work closely with the engineering team to strategize and execute the development of data products.
Enhance data collection procedures to include information that is relevant for building analytic systems. Processing, cleansing, and verifying the integrity of data used for analysis. Undertake preprocessing of structured and unstructured data.
Run data exploration to understand relationships and patterns within the data, develop data visualisation to represent and be able to demonstrate the relationships identified from data exploration.
Data mining using state-of-the-art methods. Selecting features, building and optimizing classifiers using machine learning techniques.
Refine and deepen understanding of the algorithmic and inferential aspects of statistical analysis. Evaluate new algorithms from latest research and develop intuition about the problems for which they are likely to improve the state of the practice.
Build training pipelines for the production environment. Develop and execute on a plan for continuous iteration and refinement of a new model.
Provide inputs for design, quality assurance parameters and support implementation for the model in online environment.
Provide inputs and determine infra requirements and infra management for model deployment.
Lead debugging of data pipelines and model behaviour in production environment.Develop dashboards to enable easy tracking and communication of model impact.
Desired Skills & Experience
We’re looking for someone with 5-7 years of experience manipulating data sets and building statistical models, with a Bachelor’s/Master’s/PhD degree in Statistics, Mathematics, Computer Science or another quantitative field, from any of the top-tier colleges.
Data-oriented personality. Strong problem solving skills with an emphasis on product development.
Great communication skills. Excellent written and verbal communication skills for coordinating across teams.
Good applied statistics skills such as distributions, statistical testing, regression.
Good scripting and programming skills. Experience using statistical computer languages, Python, R, SQL to manipulate data and draw insights from large data sets. Familiarity with Scala, Golang or Java is an asset.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, artificial neural networks and their real-world advantages or drawbacks. Knowledge of deep learning techniques is a plus.
Experience with common data science toolkits such as R, NumPy, MatLab, Pandas, Scikit-learn, TensorFlow, Keras etc.
Experience with data visualisation tools such as D3.js, GGplot.
Proficiency in using query languages such as SQL.
Experience with NoSQL databases such as MongoDB, Cassandra, HBase is desired.
Experience with distributed data/computing tools like Map/Reduce, Hadoop, Hive, Spark is a big plus.",4.1,"Razorpay
4.1",Bengaluru,"Bengaluru, India",501 to 1000 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Sr. Business Intelligence Engineer,"Amazon Indias Supply Chain Analytics team is looking for talented Sr. Business Intelligence Engineer (Sr. BIE), who enjoys the challenge of diving into complex business problems, providing data driven insights, and making recommendations that directly impact business. As a Sr. BIE you will use broad technical skills to build analytics and reporting capabilities that enable the optimization of our fulfillment network. The ideal candidate is a highly analytical, critical thinker with advanced problem solving, data mining, and data engineering or software development skills. They will enjoy working with research scientists, program managers, product managers, data engineers, and software developers to drive decisions across Amazons retail and operations teams. Successful members of this team are customer obsessed, flexible, and collaborative team players who enjoying working across functions and organizations to solve problems and get results. They thrive in ambiguity, ask hard questions, and build scalable solutions that provide critical business insights necessary to influence decision making across organizations. They find timely answers buried in large data sets and complex systems, identify root causes, and are obsessed with generating business insights. This position requires superior analytical thinkers, able to quickly approach large ambiguous problems and apply technical and engineering expertise to rapidly prototype and deliver solutions. The scale is massive; as is the opportunity!
In this role, you will be asked to:
· Perform simultaneous large, complex, and business critical analyses that serve major parts of the business.
· Develop scalable models and tools that speed up both decision making and accuracy for the team.
· Be a key influencer in strategy and contribute significantly to overall planning.
· Navigate discordant views, find the best way forward, and influence stakeholders around a solution.

In this role, responsibilities will include:
· Defining, developing, and maintaining critical business and operational reports reviewed on a weekly, monthly, quarterly, and annual basis
· Analysis of historical data to identify trends and support decision making, including written and verbal presentation of results and recommendations
· Collaborating with software development teams to implement analytics systems and data structures to support large-scale data analysis and delivery of machine learning and econometric models
· Mining and manipulating data from database tables, simulation results, and log files
· Identifying data needs and driving data quality improvement projects
· Understanding the broad range of Amazons data resources, which to use, how, and when
· Thought leadership on data mining and analysis
· Modeling complex/abstract problems and discovering insights using statistics, data mining, and visualization techniques
· Helping to automate processes by developing deep-dive tools, UIs, metrics, and dashboards to communicate insights to the business teams
· Collaborating effectively with internal end-users, cross-functional software development teams, and technical support/sustaining engineering teams to solve problems and implement new solutions.


Basic Qualifications

· 5+ years of experience as an analyst or engineer in the data/BI space
· Experience working directly with business stakeholders to translate between data and business needs
· Experience with data visualization using Tableau, Quicksight, or similar tools
· Experience with SQL
· Bachelor's degree in Math/Statistics/Engineering or other equivalent quantitative discipline.
· 5+ years in relevant experience as data scientist, software engineer, business intelligence engineer, or equivalent.
· Advanced knowledge of SQL, shell scripting, Python/R, and MS excel.
· Strong active listener with solid written and verbal communication skills.
· Proven ability to work cross-functionally and delivering automated solutions for customer-facing data science problems.
· Ability to work cross-functionally, building and maintaining trust with internal stakeholders.
· Strong understanding of BI technologies and their application including database warehousing and dashboarding
· Experience on at least one data visualization tools (e.g. OBIEE, Tableau, QlikView)
· Strong verbal/written communication and data presentation skills, including an ability to effectively communicate with both business and technical teams

Preferred Qualifications

· Master's degree in Math/Statistics/Engineering or other equivalent quantitative discipline.
· 8+ years in relevant experience as data scientist, software engineer, business intelligence engineer, or equivalent.
· Advanced knowledge of SQL, shell scripting, Python/R, and MS excel.
· Strong active listener with solid written and verbal communication skills.
· Proven ability to work cross-functionally and delivering automated solutions for customer-facing data science problems.
· Familiarity with supply chain management concepts - planning, forecasting, optimization, and logistics - gained through work experience or graduate level education
· Strong understanding of BI technologies and their application including database warehousing and dashboarding
· Experience communicating with senior management (Senior leaders/decision makers) as well as with colleagues from computer science, operations research, and business backgrounds.",4.2,"Amazon
4.2",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
Sr Data Scientist,"Description

SHIFT: Day Job

SCHEDULE:

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.

Qualifications

Oracle Cloud Infrastructure (OCI) is a strategic growth area for Oracle. It is a comprehensive cloud service offering in the enterprise software industry, spanning Infrastructure as a Service (IaaS), Platform as a Service (PaaS) and Software as a Service (SaaS). OCI is currently building a future-ready Gen2 cloud Data Science service platform. At the core of this platform, lies Cloud Cognitive Service.

What OCI Cognitive Services are: A set of services on public cloud, that are powered by ML and AI to meet the Enterprise modernization needs, and that work out of the box. These services and models can be easily specialized for specific customer/domain by leveraging existing OCI services.

Key Points: Enables customers to add AI capabilities to their Apps and Workflows easily via APIs or Containers, Useable without needing to build AI expertise in-house and Covers key gaps – NLP, Computer Vision, for Public Clouds and Enterprise in NLU, NLP, Vision and Conversational AI.

You’re Opportunity: As we blaze the trail to provide a single collaborative ML environment for data-science professionals, we will be extremely happy to have you join us and share the very future of our Machine Learning platform - by building a Cognitive Cloud service.

We are addressing exciting challenges at the intersection of artificial intelligence and cutting-edge cloud infrastructure. We are building cloud services in natural language processing (NLP) and, computer vision that works out of the box for enterprises. Our product vision includes the ability for enterprises to be able to customize the services for their business and train them to specialize in their data by creating micro models that enhance the global AI models.

What You’ll Do
Provide machine learning methodology leadership.
Build a core model of cognitive service using various open source and machine learning principles and techniques (CNN, learning rates, fast.ai, DL based NLP, NLU).
Brainstorm and Design various POCs using ML/DL/NLP solutions for new or existing enterprise problems.
Work with fellow data scientists/SW engineers to build out other parts of the infrastructure, effectively communicating your needs and understanding theirs and address external and internal shareholder's product challenges.
Building core of Artificial Intelligence and Cognitive Service as Vision, Text, NLP, NLU, and others.
Leverage Cloud technology – Oracle Cloud (OCI), AWS, GCP, Azure, Heroku or similar technology.
Build models with Python and machine learning libraries (Numpy, Tensorflow), Big Data, Hadoop, HBase, Spark, etc
Capable of quickly becoming familiar with new approaches to Machine Learning.
You have been exploring or working on some of the latest advancements in the deep learning space like TensorFlow.
Qualifications
MA/MS or Ph.D. degree in computer science, artificial intelligence, machine learning, speech recognition, natural language processing, operations research, or related technical field.
4+ years of Experience designing and implementing machine learning pipelines in production environments.
Working knowledge of current techniques and approaches in machine learning and natural language processing: text categorization, text summarization, information retrieval, question answering, sentiment analysis, semantic parsing, etc.
Experience using ML and DL languages using Python and Java, to manipulate data and draw insights.
Practical experience and deep knowledge in algorithms for NLP, NLU, sentiment analysis, Text to Speech, Vision, recommender systems, reinforcement learning, and another cognitive service.
Practical experience in feature engineering and evaluation, automation of such tasks, model interpretation &visualization.
Experience or willingness to learn and work in Agile and iterative development and DevOps processes.
Strong drive to learn and master new technologies and techniques.
Deep understanding of data structures, algorithms, and excellent problem-solving skills.
You enjoy a fast-paced work environment.
Additional Details
Experience with Cloud Native Frameworks tools and products is a plus
Have an Impressive portfolio on Kaggle Profile is a plus.
Hands-on experience with horizontally scalable data stores such as Hadoop and other NoSQL technologies
Our vision is to provide an immersive AI experience on Oracle Cloud. Aggressive as it might sound, our growth journey is fueled by highly energetic, technology savvy engineers like YOU who are looking to grow with us to meet the demands of building a powerful next-generation platform. Are you ready to do something big?

]]>",3.6,"Oracle
3.6",Bengaluru,"Redwood City, CA",10000+ employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,₹500+ billion (INR),"SAP, Salesforce, Microsoft"
SENIOR DATA SCIENTIST,"Job Description:Ã¢â¬Â¢ Experience in Data Modelling, R, Python, SQL, Data Science, Machine Learning, Deep Learning, Statistics
Ã¢â¬Â¢ Have ability to solve Business problems using Data
Ã¢â¬Â¢ Should possess extensive knowledge of and experience in applying data mining and machine learning techniques on large amount of datasets
Ã¢â¬Â¢ High level of proficiency in statistical tools like R, Python
Ã¢â¬Â¢ Candidate will be expected to communicate analytical results in a way that is meaningful for business stakeholders and provides actionable insights.
Ã¢â¬Â¢ Have the ability to discover new opportunities where advanced analytical techniques can be leveraged for solving business problems
Good to have
Ã¢â¬Â¢ Expertise in programming languages like Java/C/C++/Python
Ã¢â¬Â¢ Experience with relational databases and SQL is good to have
Ã¢â¬Â¢ Relevant experience in Big Data platforms like Hadoop eco-system
Ã¢â¬Â¢ Come up with innovative algorithms and solutions",4.1,"Happiest Minds Technologies
4.1",Bengaluru,"Bengaluru, India",1001 to 5000 employees,2011,Company - Private,IT Services,Information Technology,₹5 to ₹10 billion (INR),-1
Data Engineer,"Overview


INBE is a Bangalore-based technology startup that’s building a retail platform — Paisool — for Kirana stores, small retailers and neighbourhood supermarkets. This is our attempt at reimagining the urban grocery retail space. Paisool, with its super simple Point of Sale device, uses distributed learning systems to understand buying behaviour of households and localities. This knowledge is used to help stock the stores with hyper-targeted inventory from our curated marketplace of products and suppliers — thus, offering a superior selection for consumers while optimising inventory & cash flow for stores. Our platform is live in 15 pilot stores, with plans to add another 85 stores by 31st March 2018.

Paisool Data Platform collects, store, analyse and visualize data to better business insights on urban grocery consumption space. Developers use that information to identify problems and generally make our platform and app ecosystem more awesome. To build data-driven features, and foster a data-informed culture. We need your help!

As a Data Engineer at Paisool, you work on the Paisool data platform, that collects the purchase data, Peer networked Paisool platform data pipeline that share and store data, and the tools that enable developers to analyse and visualize the data.

About You


We are seeking an experienced technologist in building trusted data management, data tools and data analytics services. If you are the engineer we are looking for, these next statements will resonate with you. You are someone who can build maintain and mature our data services as a whole, bringing robust, secure and scalable solutions to Paisool. You enjoy solving complex problems, making data more accessible and delivering high-quality service.

What You’ll do :
You will implement and operate data systems to meet the needs of the organization by synthesizing organizational requirements and identifying the best method of presenting the data for business decisions.
Develop, recommend and implement process and procedure changes to systematically improve data integrity.
You will collaborate with cross-functional teams across disciplines such as product, engineering, operations, and marketing to design existing and new features and build data sets for efficient analysis.
You will contribute to Paisool’s data platform and data-driven decision-making by architecting, building, installing, testing, monitoring and maintaining data handling and data management systems.
You will pay attention to industry trends in data science and engineering, evaluating and learning new technologies
You will work with product managers, engineers and data scientists to experiment and build features into Paisool platforms driven by data and algorithms
You will build & deploy machine learning algorithms and statistical models in multidimensional problem spaces.
You will design experiments and interpret the results to draw detailed and actionable conclusions

What you'll need :


A logical mindset is a must, ideally combined with a strong engineering or mathematics background
Deep understanding of experimental design and the scientific method.
2+ years of relevant experience in a software development or programming role.
Demonstrated authority in one, or proficiency in more than one, programming language (Python or R ...)
A strong foundation in database systems (non-relational and SQL); experience working with large datasets is a plus
Good theoretical understanding and previous work experience with relevant algorithms
Ability to deliver on tight timelines and move quickly while maintaining attention to detail
Collaborate closely with cross-functional teams to execute decisions
Self-driven and proactive with the ability to work in a self-guided manner
Excellent communication and organization skills

Bonus Points


Our team requires skills in a variety of domains. You should ideally have experience with some of the areas listed below, and be interested in learning new things. We’re excited to see:
Understanding of distributed systems.
A strong background in statistical foundations of experimental or observational data
Experience with tools and technologies we’re using: Python, Twisted, React Native, CoffeeScript, Polymer, Cordova, WebSockets, WebRTC etc
Experience with product analytics
Experience with machine learning
Working knowledge of web development technologies: HTML, Javascript, CSS
Experience in open-source development and contribution to open-source technology.
If you’re deeply interested in working on Data Engineer post at Paisool and have relevant skills and experience, please consider applying even if your background doesn’t perfectly match our ideal credentials. If you have different experiences and skills from the ones listed above but have something else to contribute, please contact us

hiring@inbe.com",5.0,"Paisool
5.0",Bengaluru,"Bengaluru, India",1 to 50 employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,"About us & Vision

Sequretek is an Indian MNC focused on Information Security and Information Management space. The company is backed by industry veterans who have come together with a vision to build India’s leading Information Security company.
Sequretek’s customers have appreciated its solution offerings, and within a short span the company has acquired marquee clientele in Financial, Pharmaceutical, IT/ITES, and Retail and Logistics sectors.
Sequretek probably is the one of the very few companies that offers a blend of its own core threat intelligence products along with both on-premise and cloud solutions. Our end point detection, protection, and response technology – EDPR is the industry’s only product that replaces up to six different endpoint technologies for our customers.
Our vision is to establish and sustain Sequretek as a Global Leader in terms of the ‘Security’ of Enterprise-level Information-Assets through the consistent delivery of world-class products and solutions that leverage state-of-the-art technologies relevant to the contemporary digital economy.

Why Sequretek?

You will be part of an award winning ""Security Product Company of the Year – 2019” announced by Data Security Council of India (A NASSCOM Initiative).
The team is highly visible, agile, and working on critical problems that directly affect the company’s success.
Our researchers regularly appear at various global conferences and are some of the most sought-after thought leaders in the security industry.
Our ML Engine was certified by ICSA Labs for its detection against unknown / little known malwares.
As part of the research group, you will leverage your problem-solving and analytical skills to further our capabilities, as well as publish and present new and novel research.

Education & Experience

Education:The candidate must have any of the below:
BE/B.Tech/MTech in Computer Science, Statistics, or Data Science.
Experience:
Minimum 1-2 years of experience in applying ML/Deep Learning algorithms and
techniques to real-world data sets.

Key Responsibilities

Skills:
Knowledge of Core Python
Proficiency in Machine learning algorithms (SVM, Decision Trees, PCA, Clustering etc.).
Knowledge and Experience of Deep Learning Algorithms (CNN, RNN, LSTM etc.)
Knowledge of major ML frameworks such as TensorFlow, PyTorch, Keras, and Scikit-Learn.
Strong analytical thinking and problem solving.
Designs scalable processes to collect, manipulate, present, and analyze large datasets in a production-ready environment
Demonstrated participation on platforms like Kaggle is a plus
Prefer great appreciation or expertise in Security products such as End point detection, protection and response, Managed detection and response etc
Must be proactive and flexible and have the ability to work under pressure and possess good follow-through skills.
Must possess excellent written and verbal communication and a quick learner.
Responsibilities:
Wants to build and develop innovative intellectual property through the research and implementation of new approaches in machine learning and simplifying security
Approaches problems from an adversarial mindset in an effort to circumvent prediction systems
Works with internal product and engineering teams to drive development of new products
Has the capability to translate and implement newly published research on specific datasets and problems to validate approaches and potentially improve
Experienced wrangling large volumes of data and applying machine learning techniques towards real product and business problems
Invests time in research including publications, and is committed to keeping up with AI trends
Develop working prototypes of algorithms and evaluate and compare metrics based on large, real-world data sets",4.0,"Sequretek
4.0",Bengaluru,"Mumbai, India",201 to 500 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
