Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,company text,same_place,age,python_yn,Spark,aws,excel
Data Scientist DA4AD,"Responsibilities
Selecting features, building and optimizing classifiers using machine learning and Deep Learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance

Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, CNNs, etc.
Very good experience with common data science toolkits of Python like numpy, pandas, pyTorch. Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools like matplotlib, Tableau
Proficiency in using query languages such as SQL
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality

Responsibilities
Selecting features, building and optimizing classifiers using machine learning and Deep Learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance

Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, CNNs, etc.
Very good experience with common data science toolkits of Python like numpy, pandas, pyTorch. Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools like matplotlib, Tableau
Proficiency in using query languages such as SQL
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality",3.5,"Mercedes-Benz Research and Development India Private Limited
3.5",Bengaluru,"Chakan, India",1001 to 5000 employees,1996,Company - Private,IT Services,Information Technology,₹10 to ₹50 billion (INR),"Volkswagen, Tata Motors","Mercedes-Benz Research and Development India Private Limited
",0,24,1,0,0,1
Data Engineer,"Summary:

You have experience with client projects and in handling vast amounts of data working on database design and development, data integration and ingestion, designing ETL architectures using a variety of ETL tools and techniques. You are someone with a drive to implement the best possible solutions for clients and work closely with a highly skilled Analytics team. Play a key role on projects from a data engineering perspective, working with our Architects and clients to model the data landscape, obtain data extracts and define secure data exchange approaches.
Plan and execute secure, good practice data integration strategies and approaches
Acquire, ingest, and process data from multiple sources and systems into Big Data platforms
Create and manage data environments in the Cloud
Collaborate with our business analysts and data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models
Have a strong understanding of Information Security principles to ensure compliant handling and management of client data
This is a fantastic opportunity to be involved in end-to-end data management for cutting edge Advanced Analytics and Data Science
Qualifications:
Experience on client-facing projects, including working in close-knit teams
Experience and interest in Big Data technologies (Hadoop / Spark / NoSQL DBs)
Experience or familiarity with real-time ingestion and streaming frameworks is a plus
Experience and desire to work with open source and branded open source frameworks
Experience working on projects within the cloud ideally AWS or Azure
Experience with NLP, Machine Learning, etc. is a plus
Experience working on lively projects and a consulting setting, often working on different and multiple projects at the same time
Strong development background with experience in at least two scripting, object oriented or functional programming language, etc. SQL, Python, Java, Scala, C#, R
Data Warehousing experience, building operational ETL data pipelines across a number of sources, and constructing relational and dimensional data models
Excellent interpersonal skills when interacting with clients in a clear, timely, and professional manner.
A deep personal motivation to always produce outstanding work for your clients and colleagues
Excel in team collaboration and working with others from diverse skill-sets and backgrounds
Cervello is a dynamic technology company that is focused on business analytics and planning. We take an innovative approach to making complex solutions simple so our clients can focus on running their businesses. Our services and applications enable our clients to gain the benefits of a world-class analytics and planning capability without the headaches.

Powered by JazzHR",4.1,"Cervello Inc
4.1",Bengaluru,"Boston, MA",51 to 200 employees,2009,Company - Private,IT Services,Information Technology,₹1 to ₹5 billion (INR),-1,"Cervello Inc
",0,11,1,1,1,1
Data Scientist,"Experience: 2-5 Years

Job Summary

Design and execute statistical analysis, modelling, and simulation efforts for clients that lead to actionable decisions affecting operations.

Analyse data sets to summarize, identify trends, predict future states, and characterize uncertainty.

Author complex written products documenting study results. Apply analytical approaches using statistical programming languages, including Python, and R.

Work closely with teammates from non-mathematical disciplines to ensure that operational strategies are considered in the context of applying statistical theory.

Use statistical theory on modelling, simulation, and data analysis to deliver measurable improvements to organizational policies and programs.

Responsibilities
Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives
As part of ongoing work and interaction with the broader team, identify new opportunities to use modelling and advanced analytics to drive business value
High Proficiency in SQL
Expertise in applied statistics.
Able to translate business objectives into actionable analyses.
Able to communicate findings clearly to both technical and non-technical audiences
Expertise in Python for ML model development.
Experience with machine learning & Deep learning algorithms and predictive analytics
Natural curiosity to enjoy diving deep into the material to find answers to yet unknown questions.
Demonstrated ability to perform comfortably in a fast-paced work environment
Education, Skills and Abilities Required for Consideration:
Sound experience in using statistical and data mining techniques to solve real business problems
Having skills on Python for ML model Development
Passion for problem-solving, developing creative solutions, and continuous learning.
1+ years of Experience in Automotive / Mechanical background.
2+ years of ML/ Data science Experience
Good to have: Having worked on connected device. Having Idea on Clustering etc
Preferred : Deep Learning with Pytorch or TensorFLow Location: Bangalore",4.0,"Careator Technologies
4.0",Bengaluru,"Hyderabad, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,"Careator Technologies
",0,-1,1,0,0,0
Senior Data Scientist- AI,"Description:
Background:
Lymbyc is the first and currently the only player, in the predictive engine-based self-service analytics product space for end business users. We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions ranging from data selection to algorithm selection and finally visualisation and narratives, without any human intervention. And now we are embarking on bringing explainable component to our AI based solutions, to make the business decisions simpler, easier and adaptable to larger stakeholders.

By way of our acquisition, we at Lymbyc now are working full tilt with LTI’s global reach to take Leni to the world’s major businesses.

Description:
We need ace data scientists who can develop best in class predictive models, machine learning models and deep learning models and at the same time they should be able to explain the decisions taken by the models automatically through plain simple English language. The explainable elements should not be limited to the numbers and formulas, there must be a bit of personalization also to understand the context of the problem.

Roles and Responsibilities:
Passion for learning new technologies and be up to date with the scientific research community.
Work in technical teams in development, deployment, and application of machine learning solutions, leveraging technical components and explaining the modelling decisions
Take responsibility for insights, reports and explanability of the decisions taken by predictive models
Responsible for taking an idea from concept to production thoroughly with feedback from all stakeholders.

Qualification:
Masters’ in Computer Science/M. tech/PhD/Statistics/Econometrics/Applied Mathematics/Applied Statistics/Operations Research is a must
Hands on Experience with data mining or machine learning, deep learning, computer vision, natural language processing
Hands on Experience in developing deep learning models and explaining the results of deep learning models in a business-friendly manner

Skills Required:
Must have minimum of 5-7 years of industry experience in developing data science models.
Deep understanding and experience in the field of Machine Learning, Deep Learning and statistical learning
The person should be excellent at Classification (logistic regression, svm, decision tree, random forest, neural network), Regression (linear regression, decision tree, random forest, neural network), Classical optimisation (gradient descent, newton rapshon, etc), Graph theory (network analytics), Heuristic optimisation (genetic algorithm, swarm theory)
Should be strong at Deep leaning (CNN, LSTM, RNN, Bi-LSTM)
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Skilled at scientific programming languages such as Python, R, Matlab and writing deployable code into production.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection, writing complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Scala, Python), PyMC3/theano/tensorflow/Keras and other scientific python/R modules is a must.
AI skillsets – hands-on Machine learning and Deep Learning algorithms and platforms, neural networks in any, or all the following areas, specifically, in Data & Analytics use cases
Language – Natural Language Processing, machine translation, emotion detection, language detection, classification
Vision – computer vision, object recognition/tracking, face/gender/age/emotion recognition, OCR/handwriting recognition
Knowledge and experience in some of the key AI platforms will be important, e.g. IBM Watson, Microsoft Azure, Google Api.Ai, Facebook Wit.Ai, Chatbots using Microsoft Bot Framework
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow, Caffe, CNTK, Jiraffe, MXNet and PyTorch commercial technologies/platforms, etc",3.5,"Lymbyc Solutions
3.5",Bengaluru,"Bengaluru, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,"Lymbyc Solutions
",1,-1,1,1,0,1
Sr. Business Intelligence Engineer,"Amazon Indias Supply Chain Analytics team is looking for talented Sr. Business Intelligence Engineer (Sr. BIE), who enjoys the challenge of diving into complex business problems, providing data driven insights, and making recommendations that directly impact business. As a Sr. BIE you will use broad technical skills to build analytics and reporting capabilities that enable the optimization of our fulfillment network. The ideal candidate is a highly analytical, critical thinker with advanced problem solving, data mining, and data engineering or software development skills. They will enjoy working with research scientists, program managers, product managers, data engineers, and software developers to drive decisions across Amazons retail and operations teams. Successful members of this team are customer obsessed, flexible, and collaborative team players who enjoying working across functions and organizations to solve problems and get results. They thrive in ambiguity, ask hard questions, and build scalable solutions that provide critical business insights necessary to influence decision making across organizations. They find timely answers buried in large data sets and complex systems, identify root causes, and are obsessed with generating business insights. This position requires superior analytical thinkers, able to quickly approach large ambiguous problems and apply technical and engineering expertise to rapidly prototype and deliver solutions. The scale is massive; as is the opportunity!
In this role, you will be asked to:
· Perform simultaneous large, complex, and business critical analyses that serve major parts of the business.
· Develop scalable models and tools that speed up both decision making and accuracy for the team.
· Be a key influencer in strategy and contribute significantly to overall planning.
· Navigate discordant views, find the best way forward, and influence stakeholders around a solution.

In this role, responsibilities will include:
· Defining, developing, and maintaining critical business and operational reports reviewed on a weekly, monthly, quarterly, and annual basis
· Analysis of historical data to identify trends and support decision making, including written and verbal presentation of results and recommendations
· Collaborating with software development teams to implement analytics systems and data structures to support large-scale data analysis and delivery of machine learning and econometric models
· Mining and manipulating data from database tables, simulation results, and log files
· Identifying data needs and driving data quality improvement projects
· Understanding the broad range of Amazons data resources, which to use, how, and when
· Thought leadership on data mining and analysis
· Modeling complex/abstract problems and discovering insights using statistics, data mining, and visualization techniques
· Helping to automate processes by developing deep-dive tools, UIs, metrics, and dashboards to communicate insights to the business teams
· Collaborating effectively with internal end-users, cross-functional software development teams, and technical support/sustaining engineering teams to solve problems and implement new solutions.


Basic Qualifications

· 5+ years of experience as an analyst or engineer in the data/BI space
· Experience working directly with business stakeholders to translate between data and business needs
· Experience with data visualization using Tableau, Quicksight, or similar tools
· Experience with SQL
· Bachelor's degree in Math/Statistics/Engineering or other equivalent quantitative discipline.
· 5+ years in relevant experience as data scientist, software engineer, business intelligence engineer, or equivalent.
· Advanced knowledge of SQL, shell scripting, Python/R, and MS excel.
· Strong active listener with solid written and verbal communication skills.
· Proven ability to work cross-functionally and delivering automated solutions for customer-facing data science problems.
· Ability to work cross-functionally, building and maintaining trust with internal stakeholders.
· Strong understanding of BI technologies and their application including database warehousing and dashboarding
· Experience on at least one data visualization tools (e.g. OBIEE, Tableau, QlikView)
· Strong verbal/written communication and data presentation skills, including an ability to effectively communicate with both business and technical teams

Preferred Qualifications

· Master's degree in Math/Statistics/Engineering or other equivalent quantitative discipline.
· 8+ years in relevant experience as data scientist, software engineer, business intelligence engineer, or equivalent.
· Advanced knowledge of SQL, shell scripting, Python/R, and MS excel.
· Strong active listener with solid written and verbal communication skills.
· Proven ability to work cross-functionally and delivering automated solutions for customer-facing data science problems.
· Familiarity with supply chain management concepts - planning, forecasting, optimization, and logistics - gained through work experience or graduate level education
· Strong understanding of BI technologies and their application including database warehousing and dashboarding
· Experience communicating with senior management (Senior leaders/decision makers) as well as with colleagues from computer science, operations research, and business backgrounds.",4.2,"Amazon
4.2",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart","Amazon
",0,26,1,0,0,1
Data Scientist,"What you will get to do:
As a Data Scientist, your role will encompass
You will have complete ownership of the data science roadmap
You will set the solutioning strategy for the company by guiding business and product teams in product prioritization and ML transformation.
Developing analytical solutions across verticals from scratch and implementing the same for the various teams in the organization.
You will raise the functional bar for the team, bringing industry best practices and advanced ML techniques to the team.
You will hire, guide and coach your team, and scale the Data Science organization to keep pace with fast growth.
Leading and conducting ambitious projects in the transformation of clients through data
Ability to leverage the following tools and techniques:
Predictive statistical models
Customer profiling
Segmentation Analysis
Data Analysis and Mining
Machine Learning and Deep learning models for prediction and explanation
Explainable AI
Determine quantitative methods for solving client problems
Assist in presenting ideas and findings to future and existing clients
Proactive and effective interaction with other internal groups
Evaluation and improvement of internal tools and processes
Ability to gain domain expertise and formularize new modules in Products that leverage Data science-based solutions.
What you will need to make an impact
A Master’s degree in machine learning, mathematics, computer science, or related fields
10+ years of hands-on experience developing and applying data-driven solutions in a corporate
or consulting setting, preferably in a consumer marketing context (experience in the web industry is a plus)
Ability to apply statistical techniques such as linear regression, logistic regression, analysis of variance, cluster analysis, CHAID, CART, time series, principal components, factor analysis to business problems.
Ability to design Machine Learning models-based solution. Experience with R, Python, Spark, TensorFlow, Caffe, PyTorch and Big data platforms like Apache Spark and Hadoop
Strong experience and knowledge of data processing, data modeling, algorithms, and data architecture
Experience leading a technical project in a business context
Intellectual curiosity and excellent problem-solving skills, including the ability to structure and prioritize an approach for maximum impact
Excellent written and spoken Spanish and English skills.
Experience with Machine and Deep Learning toolkits such as MXNet, TensorFlow, Caffe and Torch.
Experience with Big Data platforms like Apache Spark and Hadoop.
Experienced in data processing with Python, R & SQL.
What we are looking for
A Doer: you get things done and inspire your teams to do the same
An Analyst: you LOVE data and think every company should take their decisions with facts
A Pragmatist: you have a hacker mindset and always find the quick wins
A Mentor: your clients and teams naturally seek for advice
An Adventurer: you’re an entrepreneur constantly looking for problems to solve
Job Types: Full-time, Volunteer

Salary: ₹3,500,000.00 to ₹4,000,000.00 /year

Experience:
work: 8 years (Required)
total work: 10 years (Required)
Education:
Bachelor's (Required)",4.2,"Multi Recruit
4.2",Bengaluru,"Bengaluru, India",1 to 50 employees,2013,Company - Private,Staffing & Outsourcing,Business Services,₹10 to ₹50 billion (INR),-1,"Multi Recruit
",1,7,1,1,0,1
Data Scientist,"About us & Vision

Sequretek is an Indian MNC focused on Information Security and Information Management space. The company is backed by industry veterans who have come together with a vision to build India’s leading Information Security company.
Sequretek’s customers have appreciated its solution offerings, and within a short span the company has acquired marquee clientele in Financial, Pharmaceutical, IT/ITES, and Retail and Logistics sectors.
Sequretek probably is the one of the very few companies that offers a blend of its own core threat intelligence products along with both on-premise and cloud solutions. Our end point detection, protection, and response technology – EDPR is the industry’s only product that replaces up to six different endpoint technologies for our customers.
Our vision is to establish and sustain Sequretek as a Global Leader in terms of the ‘Security’ of Enterprise-level Information-Assets through the consistent delivery of world-class products and solutions that leverage state-of-the-art technologies relevant to the contemporary digital economy.

Why Sequretek?

You will be part of an award winning ""Security Product Company of the Year – 2019” announced by Data Security Council of India (A NASSCOM Initiative).
The team is highly visible, agile, and working on critical problems that directly affect the company’s success.
Our researchers regularly appear at various global conferences and are some of the most sought-after thought leaders in the security industry.
Our ML Engine was certified by ICSA Labs for its detection against unknown / little known malwares.
As part of the research group, you will leverage your problem-solving and analytical skills to further our capabilities, as well as publish and present new and novel research.

Education & Experience

Education:The candidate must have any of the below:
BE/B.Tech/MTech in Computer Science, Statistics, or Data Science.
Experience:
Minimum 1-2 years of experience in applying ML/Deep Learning algorithms and
techniques to real-world data sets.

Key Responsibilities

Skills:
Knowledge of Core Python
Proficiency in Machine learning algorithms (SVM, Decision Trees, PCA, Clustering etc.).
Knowledge and Experience of Deep Learning Algorithms (CNN, RNN, LSTM etc.)
Knowledge of major ML frameworks such as TensorFlow, PyTorch, Keras, and Scikit-Learn.
Strong analytical thinking and problem solving.
Designs scalable processes to collect, manipulate, present, and analyze large datasets in a production-ready environment
Demonstrated participation on platforms like Kaggle is a plus
Prefer great appreciation or expertise in Security products such as End point detection, protection and response, Managed detection and response etc
Must be proactive and flexible and have the ability to work under pressure and possess good follow-through skills.
Must possess excellent written and verbal communication and a quick learner.
Responsibilities:
Wants to build and develop innovative intellectual property through the research and implementation of new approaches in machine learning and simplifying security
Approaches problems from an adversarial mindset in an effort to circumvent prediction systems
Works with internal product and engineering teams to drive development of new products
Has the capability to translate and implement newly published research on specific datasets and problems to validate approaches and potentially improve
Experienced wrangling large volumes of data and applying machine learning techniques towards real product and business problems
Invests time in research including publications, and is committed to keeping up with AI trends
Develop working prototypes of algorithms and evaluate and compare metrics based on large, real-world data sets",4.0,"Sequretek
4.0",Bengaluru,"Mumbai, India",201 to 500 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,"Sequretek
",0,7,1,0,0,1
Data Scientist-ONWARD,"Data Scientist-ONWARD
Job Description


At Kimberly Clark, we believe in a truly diverse and inclusive culture and towards this end a brand new initiative – ONWARD, Career Restart Program has been recently launched .

The vision of the program is to broaden and diversify candidate talent pools by empowering experienced professionals to restart their careers, following a hiatus, with Kimberly Clark. Seasoned professionals (often women) with a career break are highly skilled and are an untapped pool of experienced talent. Through this program we will provide a road to re entry, strengthening our workforce diversity and maximizing women’s workforce participation.

If you think you qualify for this program and have the skills, check out the following open job with us-

IT Data Scientist- ONWARD

Job Description Summary

The ITS Data Scientist is responsible for integrating business, information, and technology into analytical models that help drive business performance and competitive advantage and providing the business with answers to questions. The role collaborates with Business, IT Functional Engineers and Platform architects to create value from varied data sources. Creating value from data requires a range of talents: from data integration and preparation, to architecting specialized computing/database environments, to data mining and intelligent algorithm development.

This role is viewed as an expert in making sense of complex data environments, encompassing both business data and process understanding and technical expertise. Leads in developing innovative, technical solutions to important, highly complex strategic and operating problems. Has strong knowledge in business and technical functions that are touch points with their area of expertise. Provides technical consulting on complex projects. Acts as a source of direction, training and guidance for other team members. Is knowledgeable in industry best practices in their area of expertise and uses resources outside of KC to deliver solutions.

Duties and Responsibilities:Job Details
Development of advanced analytics to help drive competitive advantage from data with accountabilities across multiple functional and technical areas with wide range of complexity.
The Data Scientist must understand complex data types (integrate, manipulate, prepare), know advanced analytics (appropriate techniques, interpret data and diagnose models, meet business requirements), and focus on the business outcomes (goals, constraints, decisions while communicating outcomes via presentations).
Develop models and algorithms that drive innovation throughout the organization. This may include marketing, supply chain, inventory planning and deployment, network planning, order routing, and order fulfillment and delivery.
Conduct advanced statistical analysis to provide actionable insights, identify trends, and measure performance.
Build learning systems that monitor data flows and react to changes in customer preferences, network constraints, and business objectives Collaborate with engineers to implement and deploy scalable solutions.
Provide thought leadership by researching best practices, conducting experiments, and collaborating with industry leaders.
Partners as a bridge between the business and the information management teams to make sure that the solution fits within the data management principals.
Coordinates data science implementations while leading design variances based upon business needs while ensuring artifacts and repositories are documented.
Manages engagements with vendors as they relate to evaluation, design and delivery of business capabilities.
Contributes to the evaluation and selection of software product standards Leader in industry representation, policy formation, User Groups, and strategic direction
Mentors others to complete Continuous Improvement (CI) initiatives; consults and shares knowledge across org; awareness of industry trends.
Education required/ preferred:
B.A. or B.S. in Information Technology, Data Science, or related field.
At least 8 years of IT experience and at least 4 years or more of work experience in data scientist discipline.
Deep knowledge of machine learning, statistics, optimization or related field.
Experience with R, Python, Matlab is required.
Experience building machine learning application in areas like time series forecasting, classification models, clustering models, multivariate regression models etc.
Experience in Microsoft Azure Stack in the Cloud with focus on Data Factory, Data Bricks, BLOBs, Data Lake Storage, ML Studio, Azure Analysis Services, Azure Data Warehouse, Power BI etc.
Experience working with large data sets and distributed computing tools a plus (Map/Reduce, Hadoop, Hive, Spark, Python, R, Gurobi, MySQL, etc.).
Excellent written and verbal communication skills along with strong desire to work in cross functional teams.
Consumer products experience in an online and/or retail/manufacturing environment is preferred.
Possess strong leadership skills and exhibit creative thinking to be able to come up with inventive solutions to solve business challenges.
Provide thought leadership while keeping up with industry trends and disseminating information across the organization.
Experience working with blended teams consisting of employees, vendors, and consultants with both onshore and offshore resources.
Strong Technical leadership of advanced analytics teams and vendors.
Extensive experience collaborating with Enterprise Architects and infrastructure engineers to identify, design, and implement highly complex, end-to-end solutions
Cultivates networking opportunities within the organization
Broad range of business and IT experiences; Has achieved technical and/or business certification(s).
Travel may include less than 10% of work time. Travel may also include travel via aircrafts and motor vehicles to various locations, if applicable. Varying working conditions may include prolonged sitting, typing and viewing computer/laptop screens, along with occasional bending, reaching, lifting, carrying, climbing, twisting, stooping, walking and standing.

Global VISA and Relocation Specifications:
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.
This role is available for local candidates already authorized to work in the role’s country only. K-C will not provide relocation support for this role.
Primary Location
IT Centre Bangalore GDTC
Additional Locations
Worker Type
Employee
Worker Sub-Type
Regular
Time Type
Full time",3.9,"Kimberly-Clark
3.9",Bengaluru,"Irving, TX",10000+ employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,₹500+ billion (INR),"Procter & Gamble, Georgia-Pacific, Unilever","Kimberly-Clark
",0,148,1,1,0,1
"Manager, BI","About the Team
Workplace Health and Safety (WHS) is constantly looking for ways to improve the safety programs and processes in our sites, so that our associates can stay healthy and safe. The WHS Tech team is a critical partner in these initiativesby delivering deep business insights, developing predictive models and risk frameworks, and creating products and applications that enhance the technology footprint in the core processes. We have just started scratching the surface in terms of possibilities, and are exploring a wide array of technology options to anticipate, assess, and manage workplace hazards and risks, better.

We are looking for a BI leader to lead our Analytics efforts in the area. Data and Insights form the basis of every decision at Amazon, and as such we are looking for an individual who can further drive analytical rigor and advance the maturity of the BI functionacross business reporting, program design and measurement, and Impact & Driver analysis. The individual should have excellent analytical abilities, outstanding business acumen, and strong comfort in working with technical teams and systems. Strong attention to detail is a must, and so is the ability to work in a fast-paced and ever-changing environment. The individual should also be comfortable with ambiguity and have demonstrated experience in creating and driving the charter of a mid-sized BI team.

Responsibilities
· Hire, manage, coach and lead a high performing team of Business Intelligence Engineers and/or Data Scientist.
· Engage with leadership and diversified stakeholder groups to understand their data and analytics needs and recommend BI or ML solutions
· Partner with the Data Engineering teams to define the data elements and data structure that the team should leverage to enable analytical capabilities
· Design, implement, and support platforms that provide business teams ad-hoc access to large datasets (e.g. data visualization tools for non-tech business users)
· Own the design, development, and maintenance of ongoing performance metrics, reports, analyses, dashboards, etc. to drive key business decisions
· Standardize data and report consumption across all customer groups
· Recognize and adopt best practices in reporting and analysis: data integrity, analysis, validation, and documentation
· Proactively develop new metrics and studies to quantify safety risks and identify program opportunities
· Work with Data Engineering, Machine learning, and Software Development teams to drive capture and storage of key data points, and on implementation of new dashboards/analyses
· Conduct written and verbal presentation to share insights and recommendations to audiences of varying levels of technical sophistication


Basic Qualifications

· Bachelor's/Master's degree in a quantitative field or equivalent.
· 9+ years of relevant work experience in business intelligence, analytics, statistics, data science, or a related field.
· Advanced proficiency in SQL, data modeling, and working with Big Data
· Experience with data visualization using Tableau or similar tools
· Experience with statistical modeling and analyzing large data sets
· Experience in managing and prioritizing a project backlog
· Experience in hiring, retaining, coaching, and managing a high-functioning team
· Strong critical thinking skills and attention to detail
· Both technically deep and business savvy enough to interface with all levels and disciplines within the organization
· 5+ years work experience in managing a team of Business Intelligence Engineers/Analysts or Data Scientists. Experience in managing layered teams is preferred.
· Strong organizational and multitasking skills with ability to balance competing priorities


Preferred Qualifications

· Masters/PhD is a plus
· DS/ML Team Leadership experience is desired, but not mandatory",4.2,"Amazon
4.2",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart","Amazon
",0,26,0,0,0,1
Data Scientist- AI,"Description:
Lymbyc is the first and currently the only player, in the predictive engine-based self-service analytics product space for end business users. We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions ranging from data selection to algorithm selection and finally visualisation and narratives, without any human intervention. And now we are embarking on bringing explainable component to our AI based solutions, to make the business decisions simpler, easier and adaptable to larger stakeholders.

By way of our acquisition, we at Lymbyc now are working full tilt with LTI’s global reach to take Leni to the world’s major businesses.

Descriptions

We need ace data scientists who can develop best in class predictive models, machine learning models and deep learning models and at the same time they should be able to explain the decisions taken by the models automatically through plain simple English language. The explainable elements should not be limited to the numbers and formulas, there must be a bit of personalization also to understand the context of the problem.

Roles and Responsibilities:
Passion for learning new technologies and be up to date with the scientific research community.
Work in technical teams in development, deployment, and application of machine learning solutions, leveraging technical components and explaining the modelling decisions
Take responsibility for insights, reports and explanability of the decisions taken by predictive models
Responsible for taking an idea from concept to production thoroughly with feedback from all stakeholders.

Qualification:
Masters’ in Computer Science/M. tech/PhD/Statistics/Econometrics/Applied Mathematics/Applied Statistics/Operations Research is a must
Hands on Experience with data mining or machine learning, deep learning, computer vision, natural language processing
Hands on Experience in developing deep learning models and explaining the results of deep learning models in a business-friendly manner

Skills Required:
Must have minimum of 3-5 years of industry experience in developing data science models.
Deep understanding and experience in the field of Machine Learning, Deep Learning and statistical learning
The person should be excellent at Classification (logistic regression, svm, decision tree, random forest, neural network), Regression (linear regression, decision tree, random forest, neural network), Classical optimisation (gradient descent, newton rapshon, etc), Graph theory (network analytics), Heuristic optimisation (genetic algorithm, swarm theory)
Should be strong at Deep leaning (CNN, LSTM, RNN, Bi-LSTM)
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Skilled at scientific programming languages such as Python, R, Matlab and writing deployable code into production.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection, writing complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Scala, Python), PyMC3/theano/tensorflow/Keras and other scientific python/R modules is a must.
AI skillsets – hands-on Machine learning and Deep Learning algorithms and platforms, neural networks in any, or all the following areas, specifically, in Data & Analytics use cases
Language – Natural Language Processing, machine translation, emotion detection, language detection, classification
Vision – computer vision, object recognition/tracking, face/gender/age/emotion recognition, OCR/handwriting recognition
Knowledge and experience in some of the key AI platforms will be important, e.g. IBM Watson, Microsoft Azure, Google Api.Ai, Facebook Wit.Ai, Chatbots using Microsoft Bot Framework
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow, Caffe, CNTK, Jiraffe, MXNet and PyTorch commercial technologies/platforms, etc",3.5,"Lymbyc Solutions
3.5",Bengaluru,"Bengaluru, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,"Lymbyc Solutions
",1,-1,1,1,0,1
